Bankrupt?, Net Income to Total Assets, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, ROA(C) before interest and depreciation before interest, Net worth/Assets, Debt ratio %, Persistent EPS in the Last Four Seasons, Retained Earnings to Total Assets, Net profit before tax/Paid-in capital, Per Share Net profit before tax (Yuan ¥), Current Liability to Assets, Working Capital to Total Assets, Net Income to Stockholder's Equity, Borrowing dependency, Current Liability to Current Assets, Liability to Equity, Net Value Per Share (A), Net Value Per Share (B), Net Value Per Share (C), Current Liabilities/Equity, Current Liability to Equity, Working Capital/Equity, Operating Profit Per Share (Yuan ¥), Operating profit/Paid-in capital, Liability-Assets Flag, Total expense/Assets, Equity to Long-term Liability, CFO to Assets, Tax rate (A), Cash/Total Assets, Gross Profit to Sales, Operating Gross Margin, Realized Sales Gross Margin
0,0.814110614307489,0.56754252071522,0.538197976337063,0.482474528347877,0.896423496689543,0.103576503310457,0.218965680249598,0.942828956208544,0.177611039891411,0.178579498380658,0.0320868027606662,0.75120434292108,0.841337129150271,0.374179962109944,0.0471663480130232,0.278356431683457,0.1829252875985,0.1829252875985,0.1829252875985,0.327484654084158,0.327484654084158,0.731958967761215,0.0964905138018077,0.0964710863582328,0,0.0288024007502241,0.120942626541559,0.574845683140932,0.0,0.0020568362370428,0.614021192921905,0.61402585796855,0.61402585796855
0,0.804886952966321,0.549716528565198,0.498956046897585,0.444401111490274,0.905614172990295,0.0943858270097046,0.204689420440579,0.93295521516369,0.171525525978433,0.172478722602998,0.0479948129460321,0.769113889446861,0.840649731622796,0.373113046123427,0.0337116016801524,0.277892081792766,0.173865408115966,0.173865408115966,0.173865408115966,0.328042000740244,0.328042000740244,0.733045299018059,0.0960019542382542,0.0959662579184783,0,0.0569522804331302,0.116458578430907,0.582902675851972,0.0,0.0205422288308614,0.623709203433841,0.623711785987114,0.623711785987114
0,0.803260160615522,0.551569995638901,0.543390973820868,0.491151952420416,0.855337545726638,0.144662454273362,0.219343859317387,0.930139634781563,0.173290098785914,0.174286359870453,0.0956718995297444,0.760000221809245,0.840702415877267,0.377306898271686,0.0435139896178212,0.281113383864046,0.169398676836206,0.169398676836206,0.169398676836206,0.331114214993752,0.331114214993752,0.73268161569497,0.104877452976142,0.104857752373508,0,0.0289815649541968,0.116955694935558,0.588644148965369,0.185241421196477,0.0582180014761003,0.608125444361497,0.608130702373917,0.608137909165598
0,0.794157852517078,0.533307893589185,0.523689705016329,0.474040852142544,0.893430480394232,0.106569519605768,0.212914815164981,0.930763202677411,0.167860643993666,0.168863448068088,0.0691661659638453,0.791909626507644,0.839910496767797,0.373151070382904,0.0289016723593667,0.278517752959524,0.171547764527411,0.171547764527411,0.171547764527411,0.329035251137398,0.329035251137398,0.734591204579447,0.0960019542382542,0.0959581155242887,0,0.0244835563399058,0.113571080191011,0.601900489663552,0.0,0.0741698566235507,0.600577557889821,0.600577984692775,0.600577984692775
0,0.819715357306136,0.57582860880942,0.569837785748702,0.506703066348169,0.910360673579829,0.0896393264201711,0.226434716838423,0.94025165752662,0.177920217178192,0.178880771258567,0.027638023218934,0.802390919116921,0.841623679912454,0.373692356900173,0.0155531326728028,0.27766768513616,0.180565505035607,0.180565505035607,0.180565505035607,0.327227478764221,0.327227478764221,0.734995669476609,0.103167494503705,0.103180419170453,0,0.0119415074643122,0.119471450608925,0.609617682005473,0.0,0.021194016958275,0.604682899860406,0.604685855950648,0.604685855950648
0,0.815418713855725,0.57108591365024,0.558755822046148,0.513820504070589,0.900928137376425,0.0990718626235753,0.223787463363903,0.933540910463702,0.179828067264912,0.182420727574,0.0533853563563156,0.7919906610319,0.841399049949549,0.373544733304554,0.0258128487067077,0.278123542773057,0.174328936833677,0.174328936833677,0.181787535291391,0.328300316444762,0.328300316444762,0.734495148865496,0.110333034769156,0.110313156480532,0,0.0553818953293584,0.118419700253211,0.617759469492103,0.258730640753113,0.0037668242316719,0.621768957574094,0.621773159025065,0.621773159025065
0,0.810421134587852,0.560237679895334,0.540285882541892,0.48890947204212,0.938718747165704,0.0612812528342957,0.220194762219911,0.942018218547371,0.175167785234899,0.176169315357385,0.0387616550386571,0.752032218453819,0.840888957443775,0.372267565530338,0.0462912301964762,0.276517862314948,0.183852345033922,0.183852345033922,0.183852345033922,0.327470954255664,0.327470954255664,0.731993724703647,0.0957576744564775,0.0957545556695491,0,0.0076786087302244,0.113682405362067,0.567470422046099,0.0294564227148497,0.0528667007517992,0.606524037213732,0.60652358782917,0.60652358782917
0,0.826642041201762,0.590438290449193,0.580919749451255,0.535952810412909,0.921274601686973,0.0787253983130272,0.233052850524723,0.948858906532939,0.188288967649499,0.189274685546434,0.0446373780123085,0.816363501604604,0.841983321753659,0.372724975004641,0.0181566375652698,0.277189778453972,0.189541106569466,0.189541106569466,0.189541106569466,0.327786671384638,0.327786671384638,0.735630620471031,0.114160084683658,0.114172651326396,0,0.0400184855275817,0.11598298755793,0.600655219799222,0.217430914060128,0.013907170944156,0.618451695960642,0.618450828060364,0.618450828060364
0,0.806263914593922,0.559801569995639,0.55864874993308,0.504070589382343,0.858663119388094,0.141336880611906,0.220005672686017,0.935009281984505,0.175062212502828,0.17601867891843,0.0874131414741735,0.766580251219532,0.840954675675957,0.378709322430063,0.0400836626660674,0.280838654876666,0.175129577346087,0.175129577346087,0.175129577346087,0.330593494077527,0.330593494077527,0.733185251145198,0.102108948782672,0.102113765531617,0,0.0200027998283443,0.122290518681601,0.621793071674381,0.0955562303876911,0.0128012850229898,0.598344963815982,0.598343879271826,0.598343879271826
0,0.802551849429409,0.543720017444396,0.533647411531667,0.487398235265441,0.922514133688061,0.0774858663119388,0.217452963978444,0.933563970913442,0.173531407887791,0.174512314528885,0.0547715959620629,0.809073201243094,0.840455976086351,0.371230845279288,0.0219368610613265,0.277138798973532,0.176478024524883,0.176478024524883,0.176478024524883,0.328140542219584,0.328140542219584,0.735200727551333,0.102760361534077,0.102757014672594,0,0.0872959625304909,0.111816397833869,0.583805484621525,0.441643891082093,0.0935031388966463,0.636255941104293,0.636258810302829,0.636251603511149
0,0.80463901213129,0.545573484518099,0.534664596605814,0.485253254034027,0.903649061281253,0.0963509387187471,0.219343859317387,0.939765139730377,0.175205489782068,0.176169315357385,0.0125482805799749,0.789153248025469,0.840638613018106,0.36963718146295,0.0109407284049022,0.277987940183913,0.189119716826092,0.189119716826092,0.189119716826092,0.326672008418766,0.326672008418766,0.734286173823141,0.101213256249491,0.101169247805625,0,0.0235294828509088,0.110933233663468,0.596801803164636,0.261058811620609,0.0319240864779537,0.622177190502606,0.622176739359172,0.622256014067657
0,0.814011882705804,0.564489751417357,0.553027463997002,0.504558085116755,0.899265350545696,0.100734649454304,0.225394724402004,0.937920804869362,0.18066510821205,0.181667545379227,0.0685261041035546,0.847345861558187,0.841311469523341,0.371209596428404,0.0186129431781689,0.278208025459001,0.185453626058742,0.185453626058742,0.185453626058742,0.328924458893678,0.328924458893678,0.737989358630271,0.107401677387835,0.107422606543228,0,0.033490377677269,0.110933233663468,0.623489489375736,0.208928029152748,0.139413215037929,0.607441437204051,0.607446057164272,0.607446057164272
0,0.808976427196184,0.563672045355429,0.569034744900691,0.512016769853264,0.853493363968921,0.146506636031079,0.22322019476222,0.936223801831732,0.176494985295227,0.177449725088499,0.0776394903553029,0.764144883469675,0.841234473750761,0.377012769441021,0.0403947838257492,0.28127420443142,0.176983692216931,0.176983692216931,0.176983692216931,0.33023501800171,0.33023501800171,0.733029730476845,0.110007328393453,0.110036315078086,0,0.0567865521129865,0.124068109116945,0.631344485672471,0.0055673651179269,0.038272302580135,0.618933170888902,0.618933683102956,0.618933683102956
0,0.798103629260323,0.548135630178805,0.540446490711494,0.49485692000195,0.80696556519636,0.19303443480364,0.218965680249598,0.93856123349435,0.172860266948194,0.173834450553589,0.148790999132943,0.734030366532548,0.840325896066444,0.38727596441824,0.0552426750998399,0.287134337024927,0.184400151700308,0.184400151700308,0.184400151700308,0.337398695626466,0.337398695626466,0.729973923053778,0.109193062454198,0.109148794111421,0,0.0230569804778184,0.122590321347876,0.604224173797669,0.417653608664845,0.207866389543797,0.60950797029125,0.609507199584889,0.609507199584889
0,0.803444645412305,0.561382468382032,0.552599175544729,0.509969287768732,0.80548417329262,0.19451582670738,0.22189656802496,0.933883562062243,0.177309403514064,0.178278225502749,0.147142954808218,0.745811316274545,0.84104674505462,0.388057698458675,0.0501706511809911,0.287405943036028,0.172896211706207,0.172896211706207,0.172896211706207,0.337432936145491,0.337432936145491,0.731355719668546,0.113834378307955,0.113830670770433,0,0.0288464702634791,0.126350472891858,0.608412092803118,0.306913655228262,0.017860838627217,0.602951507675502,0.602956225947333,0.602956225947333
0,0.772908884661082,0.503652420409943,0.495529739279405,0.444986106371569,0.85325150406627,0.14674849593373,0.203554883237213,0.923742746015952,0.159678757258125,0.160653762145063,0.0446516334281012,0.752991982324317,0.837925614007031,0.377159274676067,0.0455039195364612,0.281294868361888,0.161307993763432,0.161307993763432,0.161307993763432,0.328518642443675,0.328518642443675,0.732118863783762,0.0938848627961892,0.0939062321885127,0,0.0298788242134928,0.124437101825083,0.587388470729003,0.0,0.0149537656982419,0.61176057498546,0.611762925380879,0.611806166130962
0,0.812973644132776,0.563617531617968,0.568606456448418,0.519280456296007,0.907942074553315,0.092057925446685,0.224260187198639,0.942045500965593,0.17869693084986,0.17963395345334,0.0660732030729706,0.746912099549146,0.841187894768005,0.37216691307878,0.0514813759696364,0.27778065156698,0.179217057856812,0.179217057856812,0.179217057856812,0.328713957177203,0.328713957177203,0.731698389915072,0.108378796514942,0.108407836240168,0,0.0531008179927038,0.113637687271171,0.62394282887723,0.23109626480413,0.026006422332886,0.626543379975513,0.626544055117543,0.626544055117543
0,0.830176405307051,0.593054949847362,0.592483537662616,0.547408960171598,0.96390240952928,0.0360975904707198,0.228420156944313,0.943096297038018,0.184986049317548,0.185960683889433,0.0383733508227971,0.839002274859763,0.841854181631694,0.369875392264971,0.0133933066151283,0.275704458052421,0.182630314778138,0.182630314778138,0.182630314778138,0.327333227352661,0.327333227352661,0.736094529454523,0.111554433678039,0.111575227579918,0,0.021203558945478,0.110933233663468,0.688184818834552,0.213786820528394,0.10629600428011,0.609732634895143,0.609737816918664,0.609737816918664
0,0.812100285489518,0.563944614042739,0.550564805396434,0.500853117535222,0.910421138555492,0.0895788614445083,0.2205729412877,0.93768584755713,0.177490385340472,0.178428861941704,0.049464084101822,0.819444466447688,0.8411159928915,0.371971199978527,0.018802183379403,0.277664420394596,0.177952888626691,0.177952888626691,0.177952888626691,0.328054100588709,0.328054100588709,0.736007060562927,0.0971419265532123,0.0971387626817789,0,0.0209511938674771,0.114779314152081,0.622149582587642,0.196376151432331,0.0079912289210366,0.60202703572325,0.602026549820551,0.602293201112729
1,0.750430839246873,0.470235499345835,0.463782857754698,0.41612635889436,0.780391208392539,0.219608791607461,0.177838706627588,0.908947697741883,0.138624538119297,0.139639978910899,0.198285095189837,0.703730256210006,0.831976032408709,0.392590413860514,0.0658158530780964,0.293599485101659,0.156209177868611,0.156209177868611,0.156209177868611,0.34619823102173,0.34619823102173,0.724531115070391,0.0985261786499471,0.0985473968765776,0,0.0530895531056673,0.113571113350474,0.543739915343004,0.0,0.0082664170023762,0.599110128995664,0.599115005981637,0.599115005981637
1,0.787081562191271,0.536033580462276,0.514427967235933,0.462194705796324,0.771109834628292,0.228890165371708,0.202514890800794,0.868460717296699,0.164565266571148,0.165549446411087,0.141036557645787,0.673325140693406,0.838258501827446,0.396528161437585,0.124882710179452,0.297038120702888,0.14550587838692,0.14550587838692,0.14550587838692,0.342348547915856,0.342348547915856,0.718087877347825,0.0919306245419754,0.0919113456120638,0,0.0224017065989479,0.130978632532992,0.533221122473752,0.0,0.0110609135539858,0.599983643746719,0.599987027774975,0.599987027774975
0,0.79602266635259,0.544483209768862,0.529685743348145,0.476088334227076,0.791758623817154,0.208241376182846,0.211023919826038,0.908330178891868,0.168991780408717,0.169993221360247,0.144464755676761,0.697045111263781,0.840052354819015,0.38402489023291,0.0826660718934626,0.290364861431961,0.158695377354515,0.158695377354515,0.158695377354515,0.338921755786056,0.338921755786056,0.724543976811584,0.102434655158375,0.102423176510821,0,0.0553442033972537,0.114574875634682,0.588965229006745,0.0,0.0230705196812938,0.618863898106974,0.618868821977832,0.618868821977832
0,0.8141021444053,0.570704317488007,0.55982654317683,0.505874323599668,0.883151434531548,0.116848565468452,0.225394724402004,0.937473539811651,0.178206771736671,0.179257362355954,0.0880275110524175,0.785427201109879,0.841431597677494,0.375580149547176,0.0334418320781055,0.279110823236052,0.177025831191269,0.177025831191269,0.177025831191269,0.330020694282541,0.330020694282541,0.734300444221283,0.10324892109763,0.103082710440178,0,0.0261244867493224,0.116431126822906,0.589658099390266,0.0770320882680433,0.0064300361047499,0.601169105247346,0.601168941610574,0.601176148402254
0,0.80292347799953,0.544755778456171,0.540500026768028,0.486374494223176,0.937660610091604,0.0623393899083955,0.218209322114021,0.937101764402904,0.172091094185959,0.173081268358816,0.0629852318661099,0.79989075144347,0.840451101401298,0.370535225002964,0.0256903594101168,0.276555323824668,0.185875015802115,0.185875015802115,0.185875015802115,0.32828850844728,0.32828850844728,0.734506996524468,0.0932334500447846,0.0931978438940186,0,0.0297976827489511,0.110933233663468,0.590130013236174,0.0399838040287478,0.109941900294968,0.603473884875947,0.603475114948327,0.603475114948327
0,0.803065744296262,0.550915830789359,0.548583971304674,0.494369424267538,0.875895637452006,0.124104362547994,0.218682045948757,0.934730336547086,0.172656662393485,0.173608495895157,0.107973141077189,0.826180808370658,0.840608631798272,0.375313979730833,0.0270097755019044,0.279572351510817,0.174033964013316,0.174033964013316,0.174033964013316,0.331087957780501,0.331087957780501,0.737300793483967,0.108215943327091,0.108204276385428,0,0.0407011091686816,0.11385819656976,0.587252751703306,0.09383540844215,0.0096402782067215,0.599106614743203,0.599107799189957,0.599107799189957
0,0.811257383194871,0.564544265154819,0.52502810642968,0.475162092331692,0.877377029355746,0.122622970644254,0.213576628533611,0.93823378870164,0.176698589849936,0.177675679746931,0.0268249264151524,0.753131106606647,0.841252149001051,0.376271296381209,0.0435699727474226,0.279473637867886,0.180186254266571,0.180186254266571,0.180186254266571,0.327391339331141,0.327391339331141,0.732100099289949,0.0960833808321798,0.0960965362255117,0,0.0302372731356502,0.126893762046851,0.578065051579517,0.0,0.0018181743170278,0.614277214245679,0.614278095677366,0.614278095677366
0,0.784384878843847,0.516354121238552,0.517104770062637,0.462925949397943,0.860718928560631,0.139281071439369,0.209794837855725,0.927407108748788,0.163471834703265,0.164419673118927,0.0668864003846082,0.752031073932679,0.839028885008747,0.377688259227034,0.047146167625873,0.280673194902107,0.166111836837891,0.166111836837891,0.166111836837891,0.329514477258723,0.329514477258723,0.732034174262065,0.0971419265532123,0.0971061931050206,0,0.0444451323185891,0.123413097115044,0.580427757775411,0.0,0.0346499478819115,0.622697744958895,0.622702835151847,0.622529872151516
0,0.797743521000021,0.541321412996075,0.529310990952406,0.478915809486667,0.852798016748798,0.147201983251202,0.214994800037818,0.930539498151253,0.170778975944499,0.171725540408225,0.0667898989263249,0.784658593786482,0.840205745904451,0.37700829599873,0.0307111162442824,0.281334802107135,0.167502422991024,0.167502422991024,0.167502422991024,0.329685391249061,0.329685391249061,0.73471852097034,0.100806123279863,0.100794697672904,0,0.0268856659256116,0.121453012625326,0.578092625197867,0.544893207814556,0.042104212625443,0.607041508023932,0.607042476830165,0.607006442871762
0,0.798173897544613,0.539467945922372,0.530863536591895,0.481060790718081,0.904616500891858,0.0953834991081416,0.215372979105606,0.932102119442917,0.169662921348315,0.170671085335543,0.0369109392508691,0.821157203852451,0.840192796047555,0.37206178718493,0.0153036136264216,0.277940275905438,0.172179849142472,0.172179849142472,0.172179849142472,0.327619186930016,0.327619186930016,0.73622939972641,0.0968976467714356,0.0969189180386601,0,0.0227111969609883,0.116140764144633,0.585808568305399,0.0,0.0551630215497877,0.600876397485943,0.600880669943355,0.600880669943355
0,0.801371569744629,0.548026602703881,0.544140478612345,0.486228245502852,0.919914139734559,0.0800858602654412,0.212253001796351,0.934363318155994,0.170311439559611,0.171273631091361,0.0318425331061389,0.800966550282255,0.840385757478808,0.373058246455356,0.0173900130803097,0.277247090635208,0.177110109139944,0.177110109139944,0.177110109139944,0.327333169034145,0.327333169034145,0.734779649388866,0.0946177021415194,0.0946390476655756,0,0.0141524170936235,0.117170462328494,0.595318141088246,0.0,0.0254344315057528,0.598440276500219,0.598444774355353,0.598444774355353
0,0.815731085142529,0.571631051024858,0.549226403983083,0.507824306537318,0.881125857846842,0.118874142153158,0.221612933724118,0.932853037736966,0.182128044642184,0.183927091963546,0.0620319590749032,0.773200225769305,0.841573616502083,0.374405870945663,0.0342822550940703,0.279235950325587,0.174876743500063,0.174876743500063,0.177910749652353,0.32891815615763,0.32891815615763,0.733482748640286,0.113671525120104,0.113651538098262,0,0.0533865438419626,0.121134084585195,0.609337964545475,0.302560987954246,0.0042335068496626,0.625326634759901,0.625326107323542,0.625326107323542
0,0.811426300758598,0.562690798081116,0.541517211842176,0.489153219909326,0.93097923028086,0.0690207697191402,0.220667486054647,0.942100288262037,0.175680567076389,0.176621224674249,0.0497893575217391,0.746585921782487,0.840978536246519,0.37273615861037,0.0529894926808951,0.276802951199344,0.185074375289705,0.185074375289705,0.185074375289705,0.327895450888576,0.327895450888576,0.731702194156741,0.0953505414868496,0.0953474359600697,0,0.0093119115378836,0.113433973775324,0.566729368069984,0.0,0.054515238146905,0.604409972173803,0.60441199786679,0.60441199786679
0,0.813567760267837,0.566888355865678,0.559077038385353,0.511188027104763,0.91335368987514,0.0866463101248602,0.225489269168951,0.945429865976427,0.180265440012065,0.181215636062363,0.0611603796876062,0.801107924987208,0.841197466664069,0.373331126435136,0.0250410417826297,0.27753151182204,0.186970629134887,0.186970629134887,0.186970629134887,0.328464925276516,0.328464925276516,0.734876803345782,0.107238824199984,0.107243473871057,0,0.042633751869283,0.115015468328868,0.594951548231245,0.235752606539123,0.0496652613597867,0.61817780948121,0.618176969976506,0.618176969976506
0,0.816256591930727,0.575883122546882,0.576422720702393,0.523034173450982,0.862018925537382,0.137981074462618,0.228325612177366,0.93849638089017,0.182022471910112,0.183023273329818,0.104974926478333,0.751569314685571,0.84180224093936,0.377794503481456,0.0478205708628628,0.280568752204964,0.178964224010788,0.178964224010788,0.178964224010788,0.3313666273415,0.3313666273415,0.731997445585889,0.112124419835518,0.112096340808051,0,0.0182407389014661,0.118233119859588,0.61838070370226,0.122178358133414,0.0185521711493699,0.600343193075672,0.600347367358999,0.600347367358999
0,0.807572628836292,0.553423462712604,0.552920391883934,0.508848047579584,0.908849049188258,0.0911509508117423,0.222842015694431,0.935180058419969,0.176525148932961,0.177525043307976,0.0702180366525852,0.795926540409327,0.840820359712895,0.371372877072043,0.0279892214352708,0.277737513870731,0.174413214782352,0.174413214782352,0.174413214782352,0.328860865184663,0.328860865184663,0.734631402908395,0.105040306163993,0.105028742651489,0,0.0848793239216107,0.112140100212676,0.607861235480624,0.390120457536188,0.084808266089528,0.635717637521845,0.635718300926793,0.635718300926793
0,0.806666537650301,0.549007849978195,0.53894748112854,0.488958221615561,0.905765335429453,0.0942346645705475,0.2205729412877,0.940555139941672,0.175929417087701,0.176922497552158,0.0109471347671599,0.775479414244298,0.840770515293026,0.36963718146295,0.0137880446389998,0.277884763341779,0.187097046057899,0.187097046057899,0.187097046057899,0.326604641989515,0.326604641989515,0.733431041642857,0.102678934940151,0.102634878759751,0,0.0234604461974946,0.110933233663468,0.59171775903293,0.21662111549752,0.0080478871851381,0.624317900960279,0.624317156488275,0.624288329321553
0,0.813580403299354,0.563508504143044,0.545853632421436,0.502120606444694,0.900323487619796,0.0996765123802038,0.222842015694431,0.937669899147271,0.181652967347862,0.182646682232432,0.0676770771328813,0.855304512611801,0.841274521947495,0.370670546632281,0.0175679084788069,0.278154235737719,0.185200792212718,0.185200792212718,0.185200792212718,0.328875992726653,0.328875992726653,0.738453724600844,0.112042993241593,0.112055628837103,0,0.0437922609862891,0.110933233663468,0.610519140070258,0.295880149812734,0.13360493953662,0.608863791952954,0.608865795125326,0.608865795125326
0,0.809900025793642,0.563344962930659,0.572353980405803,0.523082923024424,0.858058469631466,0.141941530368534,0.225772903469793,0.937543556605271,0.180122162732826,0.181064999623409,0.083577916623914,0.764547579743336,0.841281669746899,0.375735601666805,0.0406862953931031,0.280887572960498,0.178753529139101,0.178753529139101,0.178753529139101,0.330416347192852,0.330416347192852,0.733028923811299,0.116684309095351,0.116704935919358,0,0.058327856731166,0.121344485536503,0.641302798285366,0.28100010122482,0.0513904535216174,0.620940726614139,0.62094437798181,0.62094437798181
0,0.799841684452634,0.550534234627126,0.539804058033085,0.493345683225272,0.79889349094537,0.20110650905463,0.219532948851281,0.939119704270878,0.17436844883493,0.175340814943135,0.154735300008426,0.736628546483472,0.840598890749099,0.388924427902649,0.0537930903249886,0.288724026813852,0.185411487084404,0.185411487084404,0.185411487084404,0.338820377218321,0.338820377218321,0.730144408184004,0.104144613630812,0.104157506473203,0,0.0225617309021248,0.124274553544142,0.548582209167449,0.250126531025407,0.0998626798716401,0.610202119580001,0.610206258377895,0.610206258377895
0,0.802637950812378,0.559747056258177,0.549172867926549,0.505630575732462,0.815339964325664,0.184660035674336,0.218492956414862,0.93296618823123,0.175152703416032,0.176093997137908,0.148863536116538,0.741778104049764,0.840860318613959,0.385539150448574,0.0517833863733011,0.285723769578705,0.172516960937171,0.172516960937171,0.172516960937171,0.336572430326596,0.336572430326596,0.730963512523526,0.111391580490188,0.111404237301936,0,0.0300030875201421,0.121763041212354,0.596663579926555,0.244255491446503,0.0086393366342862,0.604564300127776,0.60456334049208,0.60456334049208
