Bankrupt?, Net Income to Total Assets, Net worth/Assets, Persistent EPS in the Last Four Seasons, Retained Earnings to Total Assets, Current Liability to Assets, Working Capital to Total Assets, Net Income to Stockholder's Equity, Borrowing dependency, Current Liability to Current Assets, Net Value Per Share (A), Working Capital/Equity, Operating Profit Per Share (Yuan ¥), Liability-Assets Flag, Total expense/Assets, Equity to Long-term Liability, CFO to Assets, Tax rate (A), Cash/Total Assets, Gross Profit to Sales
0,0.814110614307489,0.896423496689543,0.218965680249598,0.942828956208544,0.0320868027606662,0.75120434292108,0.841337129150271,0.374179962109944,0.0471663480130232,0.1829252875985,0.731958967761215,0.0964905138018077,0,0.0288024007502241,0.120942626541559,0.574845683140932,0.0,0.0020568362370428,0.614021192921905
0,0.804886952966321,0.905614172990295,0.204689420440579,0.93295521516369,0.0479948129460321,0.769113889446861,0.840649731622796,0.373113046123427,0.0337116016801524,0.173865408115966,0.733045299018059,0.0960019542382542,0,0.0569522804331302,0.116458578430907,0.582902675851972,0.0,0.0205422288308614,0.623709203433841
0,0.803260160615522,0.855337545726638,0.219343859317387,0.930139634781563,0.0956718995297444,0.760000221809245,0.840702415877267,0.377306898271686,0.0435139896178212,0.169398676836206,0.73268161569497,0.104877452976142,0,0.0289815649541968,0.116955694935558,0.588644148965369,0.185241421196477,0.0582180014761003,0.608125444361497
0,0.794157852517078,0.893430480394232,0.212914815164981,0.930763202677411,0.0691661659638453,0.791909626507644,0.839910496767797,0.373151070382904,0.0289016723593667,0.171547764527411,0.734591204579447,0.0960019542382542,0,0.0244835563399058,0.113571080191011,0.601900489663552,0.0,0.0741698566235507,0.600577557889821
0,0.819715357306136,0.910360673579829,0.226434716838423,0.94025165752662,0.027638023218934,0.802390919116921,0.841623679912454,0.373692356900173,0.0155531326728028,0.180565505035607,0.734995669476609,0.103167494503705,0,0.0119415074643122,0.119471450608925,0.609617682005473,0.0,0.021194016958275,0.604682899860406
0,0.815418713855725,0.900928137376425,0.223787463363903,0.933540910463702,0.0533853563563156,0.7919906610319,0.841399049949549,0.373544733304554,0.0258128487067077,0.174328936833677,0.734495148865496,0.110333034769156,0,0.0553818953293584,0.118419700253211,0.617759469492103,0.258730640753113,0.0037668242316719,0.621768957574094
0,0.810421134587852,0.938718747165704,0.220194762219911,0.942018218547371,0.0387616550386571,0.752032218453819,0.840888957443775,0.372267565530338,0.0462912301964762,0.183852345033922,0.731993724703647,0.0957576744564775,0,0.0076786087302244,0.113682405362067,0.567470422046099,0.0294564227148497,0.0528667007517992,0.606524037213732
0,0.826642041201762,0.921274601686973,0.233052850524723,0.948858906532939,0.0446373780123085,0.816363501604604,0.841983321753659,0.372724975004641,0.0181566375652698,0.189541106569466,0.735630620471031,0.114160084683658,0,0.0400184855275817,0.11598298755793,0.600655219799222,0.217430914060128,0.013907170944156,0.618451695960642
0,0.806263914593922,0.858663119388094,0.220005672686017,0.935009281984505,0.0874131414741735,0.766580251219532,0.840954675675957,0.378709322430063,0.0400836626660674,0.175129577346087,0.733185251145198,0.102108948782672,0,0.0200027998283443,0.122290518681601,0.621793071674381,0.0955562303876911,0.0128012850229898,0.598344963815982
0,0.802551849429409,0.922514133688061,0.217452963978444,0.933563970913442,0.0547715959620629,0.809073201243094,0.840455976086351,0.371230845279288,0.0219368610613265,0.176478024524883,0.735200727551333,0.102760361534077,0,0.0872959625304909,0.111816397833869,0.583805484621525,0.441643891082093,0.0935031388966463,0.636255941104293
0,0.80463901213129,0.903649061281253,0.219343859317387,0.939765139730377,0.0125482805799749,0.789153248025469,0.840638613018106,0.36963718146295,0.0109407284049022,0.189119716826092,0.734286173823141,0.101213256249491,0,0.0235294828509088,0.110933233663468,0.596801803164636,0.261058811620609,0.0319240864779537,0.622177190502606
0,0.814011882705804,0.899265350545696,0.225394724402004,0.937920804869362,0.0685261041035546,0.847345861558187,0.841311469523341,0.371209596428404,0.0186129431781689,0.185453626058742,0.737989358630271,0.107401677387835,0,0.033490377677269,0.110933233663468,0.623489489375736,0.208928029152748,0.139413215037929,0.607441437204051
0,0.808976427196184,0.853493363968921,0.22322019476222,0.936223801831732,0.0776394903553029,0.764144883469675,0.841234473750761,0.377012769441021,0.0403947838257492,0.176983692216931,0.733029730476845,0.110007328393453,0,0.0567865521129865,0.124068109116945,0.631344485672471,0.0055673651179269,0.038272302580135,0.618933170888902
0,0.798103629260323,0.80696556519636,0.218965680249598,0.93856123349435,0.148790999132943,0.734030366532548,0.840325896066444,0.38727596441824,0.0552426750998399,0.184400151700308,0.729973923053778,0.109193062454198,0,0.0230569804778184,0.122590321347876,0.604224173797669,0.417653608664845,0.207866389543797,0.60950797029125
0,0.803444645412305,0.80548417329262,0.22189656802496,0.933883562062243,0.147142954808218,0.745811316274545,0.84104674505462,0.388057698458675,0.0501706511809911,0.172896211706207,0.731355719668546,0.113834378307955,0,0.0288464702634791,0.126350472891858,0.608412092803118,0.306913655228262,0.017860838627217,0.602951507675502
0,0.772908884661082,0.85325150406627,0.203554883237213,0.923742746015952,0.0446516334281012,0.752991982324317,0.837925614007031,0.377159274676067,0.0455039195364612,0.161307993763432,0.732118863783762,0.0938848627961892,0,0.0298788242134928,0.124437101825083,0.587388470729003,0.0,0.0149537656982419,0.61176057498546
0,0.812973644132776,0.907942074553315,0.224260187198639,0.942045500965593,0.0660732030729706,0.746912099549146,0.841187894768005,0.37216691307878,0.0514813759696364,0.179217057856812,0.731698389915072,0.108378796514942,0,0.0531008179927038,0.113637687271171,0.62394282887723,0.23109626480413,0.026006422332886,0.626543379975513
0,0.830176405307051,0.96390240952928,0.228420156944313,0.943096297038018,0.0383733508227971,0.839002274859763,0.841854181631694,0.369875392264971,0.0133933066151283,0.182630314778138,0.736094529454523,0.111554433678039,0,0.021203558945478,0.110933233663468,0.688184818834552,0.213786820528394,0.10629600428011,0.609732634895143
0,0.812100285489518,0.910421138555492,0.2205729412877,0.93768584755713,0.049464084101822,0.819444466447688,0.8411159928915,0.371971199978527,0.018802183379403,0.177952888626691,0.736007060562927,0.0971419265532123,0,0.0209511938674771,0.114779314152081,0.622149582587642,0.196376151432331,0.0079912289210366,0.60202703572325
1,0.750430839246873,0.780391208392539,0.177838706627588,0.908947697741883,0.198285095189837,0.703730256210006,0.831976032408709,0.392590413860514,0.0658158530780964,0.156209177868611,0.724531115070391,0.0985261786499471,0,0.0530895531056673,0.113571113350474,0.543739915343004,0.0,0.0082664170023762,0.599110128995664
1,0.787081562191271,0.771109834628292,0.202514890800794,0.868460717296699,0.141036557645787,0.673325140693406,0.838258501827446,0.396528161437585,0.124882710179452,0.14550587838692,0.718087877347825,0.0919306245419754,0,0.0224017065989479,0.130978632532992,0.533221122473752,0.0,0.0110609135539858,0.599983643746719
0,0.79602266635259,0.791758623817154,0.211023919826038,0.908330178891868,0.144464755676761,0.697045111263781,0.840052354819015,0.38402489023291,0.0826660718934626,0.158695377354515,0.724543976811584,0.102434655158375,0,0.0553442033972537,0.114574875634682,0.588965229006745,0.0,0.0230705196812938,0.618863898106974
0,0.8141021444053,0.883151434531548,0.225394724402004,0.937473539811651,0.0880275110524175,0.785427201109879,0.841431597677494,0.375580149547176,0.0334418320781055,0.177025831191269,0.734300444221283,0.10324892109763,0,0.0261244867493224,0.116431126822906,0.589658099390266,0.0770320882680433,0.0064300361047499,0.601169105247346
0,0.80292347799953,0.937660610091604,0.218209322114021,0.937101764402904,0.0629852318661099,0.79989075144347,0.840451101401298,0.370535225002964,0.0256903594101168,0.185875015802115,0.734506996524468,0.0932334500447846,0,0.0297976827489511,0.110933233663468,0.590130013236174,0.0399838040287478,0.109941900294968,0.603473884875947
0,0.803065744296262,0.875895637452006,0.218682045948757,0.934730336547086,0.107973141077189,0.826180808370658,0.840608631798272,0.375313979730833,0.0270097755019044,0.174033964013316,0.737300793483967,0.108215943327091,0,0.0407011091686816,0.11385819656976,0.587252751703306,0.09383540844215,0.0096402782067215,0.599106614743203
0,0.811257383194871,0.877377029355746,0.213576628533611,0.93823378870164,0.0268249264151524,0.753131106606647,0.841252149001051,0.376271296381209,0.0435699727474226,0.180186254266571,0.732100099289949,0.0960833808321798,0,0.0302372731356502,0.126893762046851,0.578065051579517,0.0,0.0018181743170278,0.614277214245679
0,0.784384878843847,0.860718928560631,0.209794837855725,0.927407108748788,0.0668864003846082,0.752031073932679,0.839028885008747,0.377688259227034,0.047146167625873,0.166111836837891,0.732034174262065,0.0971419265532123,0,0.0444451323185891,0.123413097115044,0.580427757775411,0.0,0.0346499478819115,0.622697744958895
0,0.797743521000021,0.852798016748798,0.214994800037818,0.930539498151253,0.0667898989263249,0.784658593786482,0.840205745904451,0.37700829599873,0.0307111162442824,0.167502422991024,0.73471852097034,0.100806123279863,0,0.0268856659256116,0.121453012625326,0.578092625197867,0.544893207814556,0.042104212625443,0.607041508023932
0,0.798173897544613,0.904616500891858,0.215372979105606,0.932102119442917,0.0369109392508691,0.821157203852451,0.840192796047555,0.37206178718493,0.0153036136264216,0.172179849142472,0.73622939972641,0.0968976467714356,0,0.0227111969609883,0.116140764144633,0.585808568305399,0.0,0.0551630215497877,0.600876397485943
0,0.801371569744629,0.919914139734559,0.212253001796351,0.934363318155994,0.0318425331061389,0.800966550282255,0.840385757478808,0.373058246455356,0.0173900130803097,0.177110109139944,0.734779649388866,0.0946177021415194,0,0.0141524170936235,0.117170462328494,0.595318141088246,0.0,0.0254344315057528,0.598440276500219
0,0.815731085142529,0.881125857846842,0.221612933724118,0.932853037736966,0.0620319590749032,0.773200225769305,0.841573616502083,0.374405870945663,0.0342822550940703,0.174876743500063,0.733482748640286,0.113671525120104,0,0.0533865438419626,0.121134084585195,0.609337964545475,0.302560987954246,0.0042335068496626,0.625326634759901
0,0.811426300758598,0.93097923028086,0.220667486054647,0.942100288262037,0.0497893575217391,0.746585921782487,0.840978536246519,0.37273615861037,0.0529894926808951,0.185074375289705,0.731702194156741,0.0953505414868496,0,0.0093119115378836,0.113433973775324,0.566729368069984,0.0,0.054515238146905,0.604409972173803
0,0.813567760267837,0.91335368987514,0.225489269168951,0.945429865976427,0.0611603796876062,0.801107924987208,0.841197466664069,0.373331126435136,0.0250410417826297,0.186970629134887,0.734876803345782,0.107238824199984,0,0.042633751869283,0.115015468328868,0.594951548231245,0.235752606539123,0.0496652613597867,0.61817780948121
0,0.816256591930727,0.862018925537382,0.228325612177366,0.93849638089017,0.104974926478333,0.751569314685571,0.84180224093936,0.377794503481456,0.0478205708628628,0.178964224010788,0.731997445585889,0.112124419835518,0,0.0182407389014661,0.118233119859588,0.61838070370226,0.122178358133414,0.0185521711493699,0.600343193075672
0,0.807572628836292,0.908849049188258,0.222842015694431,0.935180058419969,0.0702180366525852,0.795926540409327,0.840820359712895,0.371372877072043,0.0279892214352708,0.174413214782352,0.734631402908395,0.105040306163993,0,0.0848793239216107,0.112140100212676,0.607861235480624,0.390120457536188,0.084808266089528,0.635717637521845
0,0.806666537650301,0.905765335429453,0.2205729412877,0.940555139941672,0.0109471347671599,0.775479414244298,0.840770515293026,0.36963718146295,0.0137880446389998,0.187097046057899,0.733431041642857,0.102678934940151,0,0.0234604461974946,0.110933233663468,0.59171775903293,0.21662111549752,0.0080478871851381,0.624317900960279
0,0.813580403299354,0.900323487619796,0.222842015694431,0.937669899147271,0.0676770771328813,0.855304512611801,0.841274521947495,0.370670546632281,0.0175679084788069,0.185200792212718,0.738453724600844,0.112042993241593,0,0.0437922609862891,0.110933233663468,0.610519140070258,0.295880149812734,0.13360493953662,0.608863791952954
0,0.809900025793642,0.858058469631466,0.225772903469793,0.937543556605271,0.083577916623914,0.764547579743336,0.841281669746899,0.375735601666805,0.0406862953931031,0.178753529139101,0.733028923811299,0.116684309095351,0,0.058327856731166,0.121344485536503,0.641302798285366,0.28100010122482,0.0513904535216174,0.620940726614139
0,0.799841684452634,0.79889349094537,0.219532948851281,0.939119704270878,0.154735300008426,0.736628546483472,0.840598890749099,0.388924427902649,0.0537930903249886,0.185411487084404,0.730144408184004,0.104144613630812,0,0.0225617309021248,0.124274553544142,0.548582209167449,0.250126531025407,0.0998626798716401,0.610202119580001
0,0.802637950812378,0.815339964325664,0.218492956414862,0.93296618823123,0.148863536116538,0.741778104049764,0.840860318613959,0.385539150448574,0.0517833863733011,0.172516960937171,0.730963512523526,0.111391580490188,0,0.0300030875201421,0.121763041212354,0.596663579926555,0.244255491446503,0.0086393366342862,0.604564300127776
0,0.788125640198415,0.845784079571908,0.212442091330245,0.921157400283521,0.0618289177429289,0.732740420864456,0.839285131784148,0.37809981591785,0.0711731712247925,0.159538156841262,0.730386435487684,0.0982818988681703,0,0.028967960582601,0.123163288875764,0.581453526149078,0.0,0.0141886825126497,0.619402912424155
0,0.811328897524071,0.908395561870786,0.22388200813085,0.941752414261214,0.074449813238745,0.739914837150199,0.841074766121287,0.372056195382066,0.0575078520985313,0.179427752728499,0.731279326204388,0.111147300708411,0,0.0492990795614105,0.111971750154829,0.631368408271697,0.353983196679826,0.033585920598103,0.626413325536878
0,0.812826429211926,0.948151283369108,0.221612933724118,0.937410454269399,0.0548984950163309,0.820765492112848,0.840991944445713,0.371134666270021,0.019789517257016,0.178669251190426,0.735445477545918,0.108134516733165,0,0.0249837990341245,0.110933233663468,0.602917974320911,0.285453993319162,0.114842024278821,0.60928766198247
0,0.809661362707912,0.906097892795598,0.22189656802496,0.936300904686825,0.066617814014015,0.797277117284822,0.840973026009749,0.371953306209362,0.0270168068643629,0.179385613754161,0.734750228758991,0.0985261786499471,0,0.0157044320013342,0.112523243721568,0.599944144097998,0.273205790059723,0.0088466500588344,0.6035863157309
1,0.777094466430958,0.789642349668954,0.200151271627115,0.920882488497633,0.0897984427763058,0.715123509277525,0.837052996383121,0.392383517154533,0.0864583230327093,0.156799123509334,0.726919902678065,0.094129142577966,0,0.0159791601066171,0.149144335077586,0.571700375156239,0.0,0.0055594379197812,0.596946466317581
1,0.791982244970901,0.76470054720803,0.206013047177839,0.912825940285011,0.201894137779344,0.662359962531727,0.839162225658445,0.40512499916123,0.094806220340148,0.148202772744511,0.714505499921403,0.0951876882989984,0,0.0201951921597034,0.120854331627658,0.564445274614675,0.0,0.0203268528471915,0.597393770990777
1,0.525650952071236,0.678628654351967,0.0842393873499102,0.841966378156722,0.252297962603889,0.692375034126226,1.0,0.26203523730493,0.06528574912897,0.120011798912814,0.762552184965444,0.0661998208614934,1,0.203706253423267,0.0258510850561139,0.491812870809352,0.0,0.210915212093144,0.601857114845964
1,0.746585996946147,0.778547026634822,0.175002363619174,0.915031112372524,0.198480137642744,0.676279736223666,0.831081516146261,0.391787430969194,0.0833577878116932,0.151531751717163,0.71990960290141,0.0698640175881443,0,0.0688995098464597,0.110933233663468,0.531929132679189,0.0,0.0499277199767246,0.595993935982145
0,0.797585081424739,0.797140006651147,0.215656613406448,0.903544493904117,0.112883313219938,0.723855040367946,0.840279753168226,0.382244460200902,0.0657727093260039,0.156082760945599,0.728449407796885,0.100806123279863,0,0.0569160807107071,0.121266294631818,0.576973747699734,0.0,0.0302946099444129,0.618083746384231
0,0.804705530749328,0.858451491973275,0.220951120355488,0.936347816602325,0.114493576486944,0.76716290958081,0.840817533006551,0.377871670360984,0.0415688514618489,0.183388816316211,0.733232935175571,0.105610292321472,0,0.0283363488858249,0.11632344717229,0.580617243657741,0.170968721530519,0.0160284161240692,0.600737020401365
0,0.797389746747958,0.95836986425613,0.215089344804765,0.942043663814981,0.0384017725889593,0.820679031802545,0.840118267328821,0.36963718146295,0.0157941813421729,0.181281867599343,0.735300524507721,0.0951062617050729,0,0.031677940455667,0.110933233663468,0.585598083798127,0.495191821034518,0.0991523407279837,0.604632490664371
0,0.786042687462666,0.877588656770566,0.218871135482651,0.928823726296912,0.0760370747416973,0.846880272344458,0.839257202585878,0.374532245690398,0.0198779136148233,0.168176646580422,0.738707427337005,0.0997475775588307,0,0.0449725468086244,0.118507408696255,0.607236835107447,0.0,0.033919962536028,0.597944089463887
0,0.802978468940389,0.883786316776008,0.210551195991302,0.934188185936739,0.0273096420961078,0.75550398333673,0.840577257454248,0.375580149547176,0.0401504210696358,0.176098773755847,0.732255003599642,0.0966533669896588,0,0.0312041745210469,0.124652484421135,0.580820895187952,0.109120356311368,0.002179609745945,0.610471774369914
0,0.802836623544174,0.847900353720108,0.216980240143708,0.931638647675746,0.0747330743748319,0.756146613336829,0.840696027385088,0.379104103712286,0.0445826325410089,0.16564830812018,0.732394125732784,0.102027522188747,0,0.0405464091563107,0.125170242602246,0.570393895678669,0.0,0.0414608983776166,0.619044362966799
0,0.790519359097307,0.841611996251172,0.210645740758249,0.929574205926984,0.0893366660806512,0.756244703405328,0.839500563793149,0.378454336219449,0.0451088074428213,0.171042096835363,0.732424579495884,0.097386206334989,0,0.026621943688858,0.119189498935359,0.560916714442663,0.0,0.0388551289895273,0.605933585073783
0,0.800033865258417,0.899446745472685,0.215751158173395,0.933718216492532,0.0449795540703192,0.834827305043708,0.840327583466471,0.372762999264119,0.0155019669696945,0.174160380936328,0.737199526349882,0.0968976467714356,0,0.0198792437447435,0.115758838146626,0.577327506468269,0.0978844012551878,0.0919541308841451,0.600731528026115
0,0.784318911816898,0.91420019953442,0.208849390186253,0.927521695477904,0.0650320019889744,0.790630965227667,0.839279504495661,0.373364677252322,0.0285515612678888,0.172769794783195,0.734254254114645,0.092012051135901,0,0.0118451280125718,0.1130186713815,0.567098753276955,0.0,0.0677736233770443,0.595122146971701
0,0.808047122738062,0.886688635607824,0.22255838139359,0.932855984006555,0.0456334408635238,0.80059952533125,0.840949757724991,0.374562441425865,0.0216391935093095,0.176225190678859,0.735271196875636,0.108623076296719,0,0.0500706738351159,0.122509698689826,0.597800154911861,0.294867901609475,0.0042623184922592,0.620394226664637
0,0.803444356803959,0.934576896332799,0.218114777347074,0.941790764965795,0.0315561815854196,0.758027887755199,0.840487618067464,0.372542682231264,0.0381892665239228,0.186085710673802,0.732314156153697,0.0958391010504031,0,0.0063725285097658,0.115230355167181,0.565507574718117,0.0,0.003930077776372,0.604102762526719
0,0.802988533075358,0.859993348852677,0.220100217452964,0.940692863465237,0.0576091557112542,0.80340818655426,0.840659114768923,0.377393012035797,0.023778580418216,0.186844212211875,0.736059516858455,0.108215943327091,0,0.0447355533860735,0.126718358620653,0.597778021446024,0.341937443061039,0.0359778813142956,0.61242653126798
0,0.827984672530329,0.89720954137316,0.234943745863666,0.942619685285963,0.0766958313724689,0.78143270481605,0.842318562340046,0.374286206364366,0.0332785075297575,0.183515233239223,0.733875072404988,0.119127106913118,0,0.0169224623719309,0.115703332177163,0.637827388010934,0.236157505820427,0.0271026026730716,0.600633492612391
0,0.818485753462117,0.917918795537685,0.225772903469793,0.939887837342659,0.0607438513194918,0.799205295829133,0.841489101472458,0.370275765350058,0.0254236518530115,0.176140912730184,0.73470496337092,0.109274489048123,0,0.0990985334928409,0.110933233663468,0.625705912139256,0.285858892600466,0.0826483567858714,0.636780633201347
0,0.80504786637318,0.901502554645222,0.219816583152123,0.940056132787126,0.0156023961020928,0.775306441211299,0.840673489284288,0.36963718146295,0.0175161923351022,0.187054907083562,0.733452771298999,0.0991775914013517,0,0.0246257393167738,0.110933233663468,0.600840718661455,0.281101326045146,0.0049409396300308,0.623983013521181
0,0.824062231741786,0.905825800405115,0.236078283067032,0.942446954107828,0.0634562237405173,0.889190131260567,0.841955021597594,0.370900928910292,0.0138816323956799,0.191268804517298,0.740334163790514,0.118964253725267,0,0.0353978408386665,0.110933233663468,0.606389821166215,0.265816378175929,0.240895478281917,0.608862395635225
0,0.81438278607138,0.870967741935484,0.227569254041789,0.93841602617458,0.0997590214984133,0.756482570152518,0.841555086841885,0.374071481134375,0.0453152995547844,0.179807003497535,0.732352767278967,0.11025160817523,0,0.0503303622309968,0.113790151955577,0.631248136196737,0.187974491345278,0.0491026484132633,0.619325683477856
0,0.798860819040515,0.803337666656589,0.21858750118181,0.939490544456931,0.111648054969279,0.776495597296821,0.840439916449661,0.388757792177291,0.0383314202913406,0.188951160928743,0.735092834268219,0.103574627473333,0,0.0226704364623579,0.134644987782375,0.553792295305363,0.362992205688835,0.131184266617944,0.607539011598704
0,0.809426007567113,0.817939958279167,0.226907440673159,0.935860146955274,0.156505135114291,0.731955277431211,0.841654699058471,0.384182579073684,0.0558031560267815,0.175677384012473,0.729936274681367,0.113264392150476,0,0.0237707933130585,0.118746522563087,0.577860315943601,0.130175118939164,0.0218445779043001,0.603895922864534
0,0.799686701771098,0.843335248057563,0.216885695376761,0.932608836458834,0.0650671976753796,0.727951678484072,0.840407766068337,0.37816244410993,0.0788610804696488,0.166828199401627,0.729940494501271,0.0942105691718915,0,0.0267637132807002,0.122622174220884,0.568086884755252,0.0,0.0077756088570905,0.618809225079087
0,0.825485714087738,0.910662998458143,0.232485581923041,0.947071789168927,0.0802458866743962,0.767330451310668,0.842005284239925,0.371386297398917,0.0391452573771008,0.186338544519826,0.732912044989088,0.115625763374318,0,0.044004248773772,0.110933233663468,0.627694783747766,0.265006579613321,0.0469688455291428,0.625595773759053
0,0.813768816821284,0.959941953623364,0.223598373830008,0.937759734815463,0.030035978305516,0.854961430469273,0.840999192346241,0.370811460064462,0.0097579497444604,0.178247861447052,0.73692453787531,0.106261705072877,0,0.0217959890152107,0.112356679906933,0.654761334030906,0.276343759489827,0.18405379350294,0.607160757810028
0,0.813607337088615,0.928137376424706,0.223692918596956,0.937901496019864,0.0360765050931298,0.809688727415736,0.84112422563183,0.37083382727592,0.0169844288348465,0.182166786060427,0.735152480737605,0.0959205276443286,0,0.0161022064711992,0.112466005586152,0.599747906127728,0.257212268448223,0.0230532272717297,0.602867367767208
1,0.7693180305172,0.814916709496024,0.19835492105512,0.920323043583815,0.171664967293238,0.765877741164371,0.836765895748373,0.381058997993661,0.0439461340828879,0.15861109940584,0.733601930004281,0.0828108460223109,0,0.0585402234710428,0.111932118802781,0.451014773938394,0.0,0.0042048319372207,0.604012274291398
0,0.766035222058461,0.800767905190918,0.216507516308972,0.890634802518244,0.0728843971956195,0.751703078835272,0.835834417723329,0.380509882952382,0.0474793825673258,0.153385866588007,0.732067709141294,0.103493200879407,0,0.0832843024630771,0.13371386656061,0.621860663391582,0.0,0.0339546061152227,0.617865417135123
0,0.800260526913646,0.861081718414608,0.218965680249598,0.935490858051309,0.107996408181983,0.771370283772337,0.840416733888158,0.377735230371094,0.0397357450102461,0.180860477855969,0.733538290667974,0.0991775914013517,0,0.0243620354569868,0.116721756232808,0.602470188886791,0.0,0.0142183913762615,0.597901360627942
0,0.798238385013351,0.951295462103576,0.215467523872554,0.942644714899042,0.0413831958815005,0.836160279355095,0.840167745039569,0.36963718146295,0.0144732916141709,0.18195609118874,0.736165212019149,0.0960019542382542,0,0.031824875522636,0.110933233663468,0.598796083814459,0.0862435469177042,0.149971409103153,0.605289263248076
0,0.789635774877785,0.852979411675787,0.211118464592985,0.929281716407891,0.134181417777412,0.814059607858749,0.839459977146756,0.377844829707236,0.0315324524501417,0.165859002991867,0.737125235595118,0.0932334500447846,0,0.0308667494289165,0.11302886883741,0.546865790314129,0.0,0.0073627380299809,0.596259441960752
0,0.80717608865725,0.869788674910058,0.220856575588541,0.935256305684141,0.0296071743717456,0.753952969610398,0.840969421384339,0.376993757311282,0.0427756461123543,0.176899414268257,0.732169281983045,0.0949434085172217,0,0.0234880752896151,0.127674322222618,0.590522001927438,0.0518271080068833,0.0041347221379005,0.606214993147475
0,0.798076142919014,0.84031199927442,0.215845702940342,0.932474783525291,0.113477133735071,0.724331437292873,0.840254094305762,0.38057139278389,0.0652339951497784,0.167586700939699,0.729573765376385,0.099503297777054,0,0.0395481816200127,0.11941945633354,0.56996905403752,0.0,0.0594336568514564,0.619860736144358
0,0.797369557937534,0.838891072346344,0.211402098893826,0.929809935805265,0.0614724225626074,0.773373941127295,0.840184675551618,0.379165613543794,0.0341153332528122,0.172601238885846,0.733983559530912,0.0932334500447846,0,0.0224213823333991,0.126510421512513,0.576593181127033,0.164591557849985,0.0388189655586131,0.601546550432929
0,0.793999600329013,0.887293285364453,0.214427531436135,0.931455732643507,0.0547389225589622,0.841506676351112,0.839894354906759,0.373423950362684,0.0167901186783744,0.177615776831992,0.737992464259895,0.0951062617050729,0,0.0213725428903225,0.115249239837804,0.58282669607628,0.0,0.106420828741333,0.598897642084071
